,PageTitle,SentenceID,QuestionID,Sentence,Question,Answer,JudgeId,Judgment
4674,King Arthur,46886abe-75fa-4bf9-ac57-9e24f7a9da8e,ba1b6692-f448-4bab-9ce6-966ca2597680,"There have been relatively few modern attempts to challenge this notion that the Historia Regum Britanniae is primarily Geoffrey's own work, with scholarly opinion often echoing William of Newburgh 's late-12th-century comment that Geoffrey 'made up' his narrative, perhaps through an 'inordinate love of lying'.",There have been relatively few modern attempts to challenge _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _.,"this notion that the Historia Regum Britanniae is primarily Geoffrey's own work, with scholarly opinion often echoing William of Newburgh 's late-12th-century comment that Geoffrey 'made up' his narrative, perhaps through an 'inordinate love of lying'",d84a7a62-3e7a-4e85-8903-0ce02f75bf95,Bad
4675,King Arthur,46886abe-75fa-4bf9-ac57-9e24f7a9da8e,ba1b6692-f448-4bab-9ce6-966ca2597680,"There have been relatively few modern attempts to challenge this notion that the Historia Regum Britanniae is primarily Geoffrey's own work, with scholarly opinion often echoing William of Newburgh 's late-12th-century comment that Geoffrey 'made up' his narrative, perhaps through an 'inordinate love of lying'.",There have been relatively few modern attempts to challenge _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _.,"this notion that the Historia Regum Britanniae is primarily Geoffrey's own work, with scholarly opinion often echoing William of Newburgh 's late-12th-century comment that Geoffrey 'made up' his narrative, perhaps through an 'inordinate love of lying'",9f28f80c-81b4-49ff-8dcd-85d4ffcf8cf1,Bad
4676,Chernobyl disaster,2a550300-3348-4d2a-b1f4-a6d52c64e71e,8ad79a97-4db1-4910-8f91-53b2491cd4ef,"Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn increased the reactor's power output.","Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn _ _ _ _ _ the reactor's power output.",increased,3769bb0b-4615-4b8a-9477-94128685eafc,Good
4677,Chernobyl disaster,2a550300-3348-4d2a-b1f4-a6d52c64e71e,8ad79a97-4db1-4910-8f91-53b2491cd4ef,"Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn increased the reactor's power output.","Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn _ _ _ _ _ the reactor's power output.",increased,d84a7a62-3e7a-4e85-8903-0ce02f75bf95,Good
4678,Chernobyl disaster,2a550300-3348-4d2a-b1f4-a6d52c64e71e,8ad79a97-4db1-4910-8f91-53b2491cd4ef,"Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn increased the reactor's power output.","Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn _ _ _ _ _ the reactor's power output.",increased,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
4679,Chernobyl disaster,2a550300-3348-4d2a-b1f4-a6d52c64e71e,8ad79a97-4db1-4910-8f91-53b2491cd4ef,"Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn increased the reactor's power output.","Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn _ _ _ _ _ the reactor's power output.",increased,bbe344aa-c4da-4dc0-be09-6570704a7050,Okay
4680,Genghis Khan,796b5633-366f-4735-8ac4-64ccae4b032b,7eec576d-9acd-4e6f-ae4d-8736fa5fa353,It was a monumental feat for the 'Mongols' (as they became known collectively).,It was a monumental feat for the 'Mongols' (as _ _  became known collectively).,they,e2cc0e8f-295a-4d21-b974-d8855b436244,Bad
4681,Genghis Khan,796b5633-366f-4735-8ac4-64ccae4b032b,7eec576d-9acd-4e6f-ae4d-8736fa5fa353,It was a monumental feat for the 'Mongols' (as they became known collectively).,It was a monumental feat for the 'Mongols' (as _ _  became known collectively).,they,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
4682,Genghis Khan,796b5633-366f-4735-8ac4-64ccae4b032b,7eec576d-9acd-4e6f-ae4d-8736fa5fa353,It was a monumental feat for the 'Mongols' (as they became known collectively).,It was a monumental feat for the 'Mongols' (as _ _  became known collectively).,they,9f28f80c-81b4-49ff-8dcd-85d4ffcf8cf1,Okay
4683,Genghis Khan,796b5633-366f-4735-8ac4-64ccae4b032b,7eec576d-9acd-4e6f-ae4d-8736fa5fa353,It was a monumental feat for the 'Mongols' (as they became known collectively).,It was a monumental feat for the 'Mongols' (as _ _  became known collectively).,they,01bdeb9e-d0cb-4246-bd0d-47699ee4e395,Bad
4684,Avalanche,2dfe10d7-aaaa-48a1-925f-664f7fe9b177,85cffb98-8bfc-40d5-a3a9-f3e911d9d420,One kind of barrier ( snow net ) uses a net strung between poles that are anchored by guy wires in addition to their foundations.,One kind of barrier ( snow net ) uses a net strung between poles that are _ _ _ _  by guy wires in addition to their foundations.,anchored,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Okay
4685,Avalanche,2dfe10d7-aaaa-48a1-925f-664f7fe9b177,85cffb98-8bfc-40d5-a3a9-f3e911d9d420,One kind of barrier ( snow net ) uses a net strung between poles that are anchored by guy wires in addition to their foundations.,One kind of barrier ( snow net ) uses a net strung between poles that are _ _ _ _  by guy wires in addition to their foundations.,anchored,d9e8c076-cbd2-482d-8ff7-f1303f754110,Okay
4686,Avalanche,2dfe10d7-aaaa-48a1-925f-664f7fe9b177,85cffb98-8bfc-40d5-a3a9-f3e911d9d420,One kind of barrier ( snow net ) uses a net strung between poles that are anchored by guy wires in addition to their foundations.,One kind of barrier ( snow net ) uses a net strung between poles that are _ _ _ _  by guy wires in addition to their foundations.,anchored,cb34e218-f9eb-45ff-a904-e242fc607d64,Bad
4687,Avalanche,2dfe10d7-aaaa-48a1-925f-664f7fe9b177,85cffb98-8bfc-40d5-a3a9-f3e911d9d420,One kind of barrier ( snow net ) uses a net strung between poles that are anchored by guy wires in addition to their foundations.,One kind of barrier ( snow net ) uses a net strung between poles that are _ _ _ _  by guy wires in addition to their foundations.,anchored,34af710e-393a-44ee-8b61-6d9a808f8b25,Okay
4688,Leonhard Euler,5ac463be-6200-45d3-9594-884fcaae2dd1,5d1e5b6c-4e5b-4df1-a38b-9b30b73831ff,"In addition, Euler elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .","In addition, _ _ _ elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .",Euler,e2cc0e8f-295a-4d21-b974-d8855b436244,Good
4689,Leonhard Euler,5ac463be-6200-45d3-9594-884fcaae2dd1,5d1e5b6c-4e5b-4df1-a38b-9b30b73831ff,"In addition, Euler elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .","In addition, _ _ _ elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .",Euler,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
4690,Leonhard Euler,5ac463be-6200-45d3-9594-884fcaae2dd1,5d1e5b6c-4e5b-4df1-a38b-9b30b73831ff,"In addition, Euler elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .","In addition, _ _ _ elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .",Euler,cd1557bd-6857-4e61-bb8e-86ef9480bc2c,Good
4691,Leonhard Euler,5ac463be-6200-45d3-9594-884fcaae2dd1,5d1e5b6c-4e5b-4df1-a38b-9b30b73831ff,"In addition, Euler elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .","In addition, _ _ _ elaborated the theory of higher transcendental functions by introducing the gamma function and introduced a new method for solving quartic equations .",Euler,cb34e218-f9eb-45ff-a904-e242fc607d64,Good
4692,Hmong people,2a276d6d-41e6-42b6-a350-f029ff3280c6,6e89a413-3adc-4ab6-b620-a2e2ec72b445,Dr. Paoze Thao and some others feel strongly that 'Hmong' can refer only to Hmong Der people and does not include Mong Leng people.,Dr. Paoze Thao and some others feel strongly that 'Hmong' can refer only to _ _ _ _ _ _ _ _  and does not include Mong Leng people.,Hmong Der people,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
4693,Hmong people,2a276d6d-41e6-42b6-a350-f029ff3280c6,6e89a413-3adc-4ab6-b620-a2e2ec72b445,Dr. Paoze Thao and some others feel strongly that 'Hmong' can refer only to Hmong Der people and does not include Mong Leng people.,Dr. Paoze Thao and some others feel strongly that 'Hmong' can refer only to _ _ _ _ _ _ _ _  and does not include Mong Leng people.,Hmong Der people,e2cc0e8f-295a-4d21-b974-d8855b436244,Bad
4694,Hmong people,2a276d6d-41e6-42b6-a350-f029ff3280c6,6e89a413-3adc-4ab6-b620-a2e2ec72b445,Dr. Paoze Thao and some others feel strongly that 'Hmong' can refer only to Hmong Der people and does not include Mong Leng people.,Dr. Paoze Thao and some others feel strongly that 'Hmong' can refer only to _ _ _ _ _ _ _ _  and does not include Mong Leng people.,Hmong Der people,d1fe660b-0157-4595-9b1b-8c05f64f458e,Okay
4695,Hmong people,2a276d6d-41e6-42b6-a350-f029ff3280c6,6e89a413-3adc-4ab6-b620-a2e2ec72b445,Dr. Paoze Thao and some others feel strongly that 'Hmong' can refer only to Hmong Der people and does not include Mong Leng people.,Dr. Paoze Thao and some others feel strongly that 'Hmong' can refer only to _ _ _ _ _ _ _ _  and does not include Mong Leng people.,Hmong Der people,db97fea4-7988-4cf9-b8a9-cad2af3fc174,Bad
4696,Sous Vide,086b98d9-8a21-4883-8c64-9dad43be2214,1ccfbe4d-1e11-4bff-905a-4c77f8ae7345,They recommend adding more insulation in the lid of the cooler to reduce the time spent monitoring and adjusting temperature.,_ _  recommend adding more insulation in the lid of the cooler to reduce the time spent monitoring and adjusting temperature.,They,db97fea4-7988-4cf9-b8a9-cad2af3fc174,Bad
4697,Sous Vide,086b98d9-8a21-4883-8c64-9dad43be2214,1ccfbe4d-1e11-4bff-905a-4c77f8ae7345,They recommend adding more insulation in the lid of the cooler to reduce the time spent monitoring and adjusting temperature.,_ _  recommend adding more insulation in the lid of the cooler to reduce the time spent monitoring and adjusting temperature.,They,e2cc0e8f-295a-4d21-b974-d8855b436244,Bad
4698,Sous Vide,086b98d9-8a21-4883-8c64-9dad43be2214,1ccfbe4d-1e11-4bff-905a-4c77f8ae7345,They recommend adding more insulation in the lid of the cooler to reduce the time spent monitoring and adjusting temperature.,_ _  recommend adding more insulation in the lid of the cooler to reduce the time spent monitoring and adjusting temperature.,They,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
4699,Sous Vide,086b98d9-8a21-4883-8c64-9dad43be2214,1ccfbe4d-1e11-4bff-905a-4c77f8ae7345,They recommend adding more insulation in the lid of the cooler to reduce the time spent monitoring and adjusting temperature.,_ _  recommend adding more insulation in the lid of the cooler to reduce the time spent monitoring and adjusting temperature.,They,cd1557bd-6857-4e61-bb8e-86ef9480bc2c,Good
4700,Old Faithful,c7f05cc7-653c-4bd4-b084-2eb8a852a69c,da148ee2-777c-49d2-be78-2759cafeefbb,Harry Woodward first described a mathematical relationship between the duration and intervals of the eruptions (1938).,Harry Woodward first described a mathematical relationship between the duration and intervals of _ _ _ _ _ _ _ (1938).,the eruptions,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
4701,Old Faithful,c7f05cc7-653c-4bd4-b084-2eb8a852a69c,da148ee2-777c-49d2-be78-2759cafeefbb,Harry Woodward first described a mathematical relationship between the duration and intervals of the eruptions (1938).,Harry Woodward first described a mathematical relationship between the duration and intervals of _ _ _ _ _ _ _ (1938).,the eruptions,9f28f80c-81b4-49ff-8dcd-85d4ffcf8cf1,Good
4702,Old Faithful,c7f05cc7-653c-4bd4-b084-2eb8a852a69c,da148ee2-777c-49d2-be78-2759cafeefbb,Harry Woodward first described a mathematical relationship between the duration and intervals of the eruptions (1938).,Harry Woodward first described a mathematical relationship between the duration and intervals of _ _ _ _ _ _ _ (1938).,the eruptions,a92df4ce-4b8d-4816-897f-7f2e4ab748c6,Good
4703,Old Faithful,c7f05cc7-653c-4bd4-b084-2eb8a852a69c,da148ee2-777c-49d2-be78-2759cafeefbb,Harry Woodward first described a mathematical relationship between the duration and intervals of the eruptions (1938).,Harry Woodward first described a mathematical relationship between the duration and intervals of _ _ _ _ _ _ _ (1938).,the eruptions,a90fa432-4f71-46b1-a9a1-c5070c7ab719,Good
4704,Cancer,bdc0602a-d8ee-48ef-9d21-30f4726f2b80,c5b1f53c-646e-47db-9f0d-55bffc61a8ea,"The writing says about the disease, 'There is no treatment.'","_ _ _ _ _ _ says about the disease, 'There is no treatment.'",The writing,d56e90c2-c787-45e4-b163-89b004b234b6,Okay
4705,Cancer,bdc0602a-d8ee-48ef-9d21-30f4726f2b80,c5b1f53c-646e-47db-9f0d-55bffc61a8ea,"The writing says about the disease, 'There is no treatment.'","_ _ _ _ _ _ says about the disease, 'There is no treatment.'",The writing,67f5cc46-a8eb-405f-8643-0b703570c69e,Okay
4706,Cancer,bdc0602a-d8ee-48ef-9d21-30f4726f2b80,c5b1f53c-646e-47db-9f0d-55bffc61a8ea,"The writing says about the disease, 'There is no treatment.'","_ _ _ _ _ _ says about the disease, 'There is no treatment.'",The writing,ac02fc24-420d-46a6-8bbc-357c7531894f,Okay
4707,Cancer,bdc0602a-d8ee-48ef-9d21-30f4726f2b80,c5b1f53c-646e-47db-9f0d-55bffc61a8ea,"The writing says about the disease, 'There is no treatment.'","_ _ _ _ _ _ says about the disease, 'There is no treatment.'",The writing,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
4708,First Opium War,1ca51ba1-3595-4d29-8cb3-d9e07329a224,28ab1a0a-27a7-466e-9920-f9ba1c427edd,"Fighting began on 3 November 1839, when a second British ship, the Royal Saxon, attempted to sail to Guangdong.","Fighting began on _ November 1839, when a second British ship, the Royal Saxon, attempted to sail to Guangdong.",3,e2cc0e8f-295a-4d21-b974-d8855b436244,Bad
4709,First Opium War,1ca51ba1-3595-4d29-8cb3-d9e07329a224,28ab1a0a-27a7-466e-9920-f9ba1c427edd,"Fighting began on 3 November 1839, when a second British ship, the Royal Saxon, attempted to sail to Guangdong.","Fighting began on _ November 1839, when a second British ship, the Royal Saxon, attempted to sail to Guangdong.",3,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
4710,First Opium War,1ca51ba1-3595-4d29-8cb3-d9e07329a224,28ab1a0a-27a7-466e-9920-f9ba1c427edd,"Fighting began on 3 November 1839, when a second British ship, the Royal Saxon, attempted to sail to Guangdong.","Fighting began on _ November 1839, when a second British ship, the Royal Saxon, attempted to sail to Guangdong.",3,3363f505-907e-4232-96aa-d83768343344,Good
4711,First Opium War,1ca51ba1-3595-4d29-8cb3-d9e07329a224,28ab1a0a-27a7-466e-9920-f9ba1c427edd,"Fighting began on 3 November 1839, when a second British ship, the Royal Saxon, attempted to sail to Guangdong.","Fighting began on _ November 1839, when a second British ship, the Royal Saxon, attempted to sail to Guangdong.",3,d84a7a62-3e7a-4e85-8903-0ce02f75bf95,Bad
4712,Jihad,6fab31f8-731b-4b5c-9887-a86e6df2a4ea,96b4f9f8-304b-4e6a-a916-51649c24fc10,The Sufic view classifies 'Jihad' into two; the ' Greater Jihad ' and the ' Lesser Jihad '.,The Sufic view classifies 'Jihad' into two; _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the ' Greater Jihad ' and the ' Lesser Jihad ',d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
4713,Jihad,6fab31f8-731b-4b5c-9887-a86e6df2a4ea,96b4f9f8-304b-4e6a-a916-51649c24fc10,The Sufic view classifies 'Jihad' into two; the ' Greater Jihad ' and the ' Lesser Jihad '.,The Sufic view classifies 'Jihad' into two; _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the ' Greater Jihad ' and the ' Lesser Jihad ',a90fa432-4f71-46b1-a9a1-c5070c7ab719,Good
4714,Jihad,6fab31f8-731b-4b5c-9887-a86e6df2a4ea,96b4f9f8-304b-4e6a-a916-51649c24fc10,The Sufic view classifies 'Jihad' into two; the ' Greater Jihad ' and the ' Lesser Jihad '.,The Sufic view classifies 'Jihad' into two; _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the ' Greater Jihad ' and the ' Lesser Jihad ',3363f505-907e-4232-96aa-d83768343344,Good
4715,Jihad,6fab31f8-731b-4b5c-9887-a86e6df2a4ea,96b4f9f8-304b-4e6a-a916-51649c24fc10,The Sufic view classifies 'Jihad' into two; the ' Greater Jihad ' and the ' Lesser Jihad '.,The Sufic view classifies 'Jihad' into two; _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the ' Greater Jihad ' and the ' Lesser Jihad ',db97fea4-7988-4cf9-b8a9-cad2af3fc174,Bad
4716,Berlin,ee72d17b-a2cd-4591-ae17-f1729ba799c9,922fb6a0-8082-4aa7-8e7d-f23d565253f0,"In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (a museum of the Cold War) and the Brücke Museum (an art museum).","In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (_ _ _ _  of the Cold War) and the Brücke Museum (an art museum).",a museum,bbe344aa-c4da-4dc0-be09-6570704a7050,Bad
4717,Berlin,ee72d17b-a2cd-4591-ae17-f1729ba799c9,922fb6a0-8082-4aa7-8e7d-f23d565253f0,"In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (a museum of the Cold War) and the Brücke Museum (an art museum).","In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (_ _ _ _  of the Cold War) and the Brücke Museum (an art museum).",a museum,9f28f80c-81b4-49ff-8dcd-85d4ffcf8cf1,Okay
4718,Berlin,ee72d17b-a2cd-4591-ae17-f1729ba799c9,922fb6a0-8082-4aa7-8e7d-f23d565253f0,"In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (a museum of the Cold War) and the Brücke Museum (an art museum).","In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (_ _ _ _  of the Cold War) and the Brücke Museum (an art museum).",a museum,2969d253-dd0d-4c41-96d9-c65f29f6f515,Bad
4719,Berlin,ee72d17b-a2cd-4591-ae17-f1729ba799c9,922fb6a0-8082-4aa7-8e7d-f23d565253f0,"In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (a museum of the Cold War) and the Brücke Museum (an art museum).","In Dahlem , there are several museums of world art and culture, such as the Museum of Asian Art , the Ethnological Museum , the Museum of European Cultures , as well as the Allied Museum (_ _ _ _  of the Cold War) and the Brücke Museum (an art museum).",a museum,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Okay
4721,Daimyo,54953e58-f6c6-437b-89ee-895d178cfd49,5174f2a9-955c-4d5d-8c0a-4a8bb78ef5ad,These came from the ranks of the shugodai and their deputies.,_ _ _ came from the ranks of the shugodai and their deputies.,These,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
4722,Daimyo,54953e58-f6c6-437b-89ee-895d178cfd49,5174f2a9-955c-4d5d-8c0a-4a8bb78ef5ad,These came from the ranks of the shugodai and their deputies.,_ _ _ came from the ranks of the shugodai and their deputies.,These,ac02fc24-420d-46a6-8bbc-357c7531894f,Bad
4723,Daimyo,54953e58-f6c6-437b-89ee-895d178cfd49,5174f2a9-955c-4d5d-8c0a-4a8bb78ef5ad,These came from the ranks of the shugodai and their deputies.,_ _ _ came from the ranks of the shugodai and their deputies.,These,9f28f80c-81b4-49ff-8dcd-85d4ffcf8cf1,Okay
4724,Pablo Picasso,a3997c5b-7386-4564-888c-a71d1d953d08,6ebfea06-4804-4626-967a-6e865e050835,"Retreating to his studio, he continued to paint, producing works such as the Still Life with Guitar (1942) and The Charnel House (1944–48).","Retreating to his studio, he continued to paint, producing works such as _ _ _ _ _ _ _  with Guitar (1942) and The Charnel House (1944–48).",the Still Life,968993ce-395e-4bb4-8d52-0ab9b5a47a5b,Good
4725,Pablo Picasso,a3997c5b-7386-4564-888c-a71d1d953d08,6ebfea06-4804-4626-967a-6e865e050835,"Retreating to his studio, he continued to paint, producing works such as the Still Life with Guitar (1942) and The Charnel House (1944–48).","Retreating to his studio, he continued to paint, producing works such as _ _ _ _ _ _ _  with Guitar (1942) and The Charnel House (1944–48).",the Still Life,e2cc0e8f-295a-4d21-b974-d8855b436244,Bad
4726,Pablo Picasso,a3997c5b-7386-4564-888c-a71d1d953d08,6ebfea06-4804-4626-967a-6e865e050835,"Retreating to his studio, he continued to paint, producing works such as the Still Life with Guitar (1942) and The Charnel House (1944–48).","Retreating to his studio, he continued to paint, producing works such as _ _ _ _ _ _ _  with Guitar (1942) and The Charnel House (1944–48).",the Still Life,bbe344aa-c4da-4dc0-be09-6570704a7050,Okay
4727,Pablo Picasso,a3997c5b-7386-4564-888c-a71d1d953d08,6ebfea06-4804-4626-967a-6e865e050835,"Retreating to his studio, he continued to paint, producing works such as the Still Life with Guitar (1942) and The Charnel House (1944–48).","Retreating to his studio, he continued to paint, producing works such as _ _ _ _ _ _ _  with Guitar (1942) and The Charnel House (1944–48).",the Still Life,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Good
4728,Chinese Calendar,2fd4ce6c-2688-42e8-8150-939ceec42d83,eef622a7-c78b-4da8-bb77-6876b92d9ea8,"Today, ke is often used to refer to a quarter of an hour.","_ _ _, ke is often used to refer to a quarter of an hour.",Today,f1216056-65a7-4472-8605-a015b45329a8,Bad
4729,Chinese Calendar,2fd4ce6c-2688-42e8-8150-939ceec42d83,eef622a7-c78b-4da8-bb77-6876b92d9ea8,"Today, ke is often used to refer to a quarter of an hour.","_ _ _, ke is often used to refer to a quarter of an hour.",Today,5e97454e-1782-46a1-b192-ef385069c1c8,Bad
4730,Chinese Calendar,2fd4ce6c-2688-42e8-8150-939ceec42d83,eef622a7-c78b-4da8-bb77-6876b92d9ea8,"Today, ke is often used to refer to a quarter of an hour.","_ _ _, ke is often used to refer to a quarter of an hour.",Today,2969d253-dd0d-4c41-96d9-c65f29f6f515,Bad
4731,Chinese Calendar,2fd4ce6c-2688-42e8-8150-939ceec42d83,eef622a7-c78b-4da8-bb77-6876b92d9ea8,"Today, ke is often used to refer to a quarter of an hour.","_ _ _, ke is often used to refer to a quarter of an hour.",Today,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
4732,Berlin,fbe432a4-49b6-42e7-aa81-bf182ff22a92,884cb5be-38a3-404d-a7af-3ef113f89e53,Berlin is an important center in the European and German film industry .,Berlin is _ _ _ _ _ _ _ _ _ _ in the European and German film industry .,an important center,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
4733,Berlin,fbe432a4-49b6-42e7-aa81-bf182ff22a92,884cb5be-38a3-404d-a7af-3ef113f89e53,Berlin is an important center in the European and German film industry .,Berlin is _ _ _ _ _ _ _ _ _ _ in the European and German film industry .,an important center,cd1557bd-6857-4e61-bb8e-86ef9480bc2c,Okay
4734,Berlin,fbe432a4-49b6-42e7-aa81-bf182ff22a92,884cb5be-38a3-404d-a7af-3ef113f89e53,Berlin is an important center in the European and German film industry .,Berlin is _ _ _ _ _ _ _ _ _ _ in the European and German film industry .,an important center,a92df4ce-4b8d-4816-897f-7f2e4ab748c6,Good
4735,Berlin,fbe432a4-49b6-42e7-aa81-bf182ff22a92,884cb5be-38a3-404d-a7af-3ef113f89e53,Berlin is an important center in the European and German film industry .,Berlin is _ _ _ _ _ _ _ _ _ _ in the European and German film industry .,an important center,9f28f80c-81b4-49ff-8dcd-85d4ffcf8cf1,Okay
4736,Miguel de Cervantes,4037bb37-0975-4eb3-b924-c6ce838f6d34,881bb665-7baf-458e-b4c2-18f3bf65ec7c,"Shakespeare had evidently read Don Quixote, but it is most unlikely that Cervantes had ever heard of Shakespeare.","Shakespeare had evidently read Don Quixote, but _  is most unlikely that Cervantes had ever heard of Shakespeare.",it,bbe344aa-c4da-4dc0-be09-6570704a7050,Bad
4737,Miguel de Cervantes,4037bb37-0975-4eb3-b924-c6ce838f6d34,881bb665-7baf-458e-b4c2-18f3bf65ec7c,"Shakespeare had evidently read Don Quixote, but it is most unlikely that Cervantes had ever heard of Shakespeare.","Shakespeare had evidently read Don Quixote, but _  is most unlikely that Cervantes had ever heard of Shakespeare.",it,9f28f80c-81b4-49ff-8dcd-85d4ffcf8cf1,Bad
4738,Miguel de Cervantes,4037bb37-0975-4eb3-b924-c6ce838f6d34,881bb665-7baf-458e-b4c2-18f3bf65ec7c,"Shakespeare had evidently read Don Quixote, but it is most unlikely that Cervantes had ever heard of Shakespeare.","Shakespeare had evidently read Don Quixote, but _  is most unlikely that Cervantes had ever heard of Shakespeare.",it,d9863dc1-b2c3-4d5c-be3d-5d72ebaa6b49,Bad
4739,Miguel de Cervantes,4037bb37-0975-4eb3-b924-c6ce838f6d34,881bb665-7baf-458e-b4c2-18f3bf65ec7c,"Shakespeare had evidently read Don Quixote, but it is most unlikely that Cervantes had ever heard of Shakespeare.","Shakespeare had evidently read Don Quixote, but _  is most unlikely that Cervantes had ever heard of Shakespeare.",it,d84a7a62-3e7a-4e85-8903-0ce02f75bf95,Bad
4740,Africa,7daafae4-c12a-49dc-aa95-2e6c2cfd69ca,825df4cc-581f-43e2-b0fa-d3c3a0f8159a,"The continent is believed to hold 90% of the world’s cobalt , 90% of its platinum , 50% of its gold , 98% of its chromium , 70% of its tantalite , 64% of its manganese and one-third of its uranium .","The continent is believed to hold _ _ of the world’s cobalt , 90% of its platinum , 50% of its gold , 98% of its chromium , 70% of its tantalite , 64% of its manganese and one-third of its uranium .",90%,d1fe660b-0157-4595-9b1b-8c05f64f458e,Good
